"Name","Location"
".CheckNeeds__10PieceHorseFv","10131160"
".GetSaveType__10PieceHorseFv","101311a0"
".GetDebugText__10PieceHorseFv","101311e0"
".ProcessNeeds__8PieceCowFv","10131220"
".CheckNeeds__8PieceCowFv","10131260"
".DecideWhatToDo__8PieceCowFv","101312a0"
".GetSaveType__8PieceCowFv","101312e0"
".GetDebugText__8PieceCowFv","10131320"
".CanBeFrighteningToCreature__8PieceCowFP8Creature","10131360"
".DecideWhatToDo__13PieceTortoiseFv","101313b0"
".ProcessNeeds__13PieceTortoiseFv","101313f0"
".CheckNeeds__13PieceTortoiseFv","10131430"
".GetSaveType__13PieceTortoiseFv","10131470"
".GetDebugText__13PieceTortoiseFv","101314b0"
".ProcessNeeds__8PiecePigFv","101314f0"
".DecideWhatToDo__8PiecePigFv","10131530"
".CheckNeeds__8PiecePigFv","10131570"
".GetSaveType__8PiecePigFv","101315b0"
".GetDebugText__8PiecePigFv","101315f0"
".__dt__18PuzzleMobileObjectFv","10131630"
".GetInHandImmersionTexture__18PuzzleMobileObjectFv","101316c0"
".GetSaveType__18PuzzleMobileObjectFv","10131730"
".GetDebugText__18PuzzleMobileObjectFv","10131770"
".__dt__11PuzzleGrainFv","101317c0"
".GetSaveType__11PuzzleGrainFv","10131850"
".GetDebugText__11PuzzleGrainFv","10131890"
".CanBeEatenByCreature__11PuzzleGrainFP8Creature","101318d0"
".CanBePickedUpByCreature__11PuzzleGrainFP8Creature","10131920"
".ValidForLockedSelectProcess__11PuzzleGrainFP16GInterfaceStatus","10131970"
".NetworkFriendlyStartLockedSelect__11PuzzleGrainFP16GInterfaceStatus","101319d0"
".NetworkUnfriendlyStartLockedSelect__11PuzzleGrainFv","10131a30"
".IsReadyForNetworkUnfriendlyLockedSelect__11PuzzleGrainFv","10131a80"
".NetworkUnfriendlyLockedSelect__11PuzzleGrainFP21ControlHandUpdateInfo","10131ae0"
".GetReadyForNetworkUnfriendlyEndLockedSelect__11PuzzleGrainFv","10131b40"
".IsReadyForNetworkUnfriendlyEndLockedSelect__11PuzzleGrainFv","10131ba0"
".NetworkUnfriendlyEndLockedSelect__11PuzzleGrainFv","10131c00"
".NetworkFriendlyEndLockedSelect__11PuzzleGrainFP16GInterfaceStatus","10131c50"
".ValidAsInterfaceTarget__11PuzzleGrainFv","10131cb0"
".ValidToApplyThisToObject__11PuzzleGrainFP16GInterfaceStatusP6Object","10131d00"
".InterfaceSetInMagicHand__11PuzzleGrainFP16GInterfaceStatus","10131d60"
".InterfaceSetOutMagicHand__11PuzzleGrainFP16GInterfaceStatus","10131dc0"
".GetFoodValue__11PuzzleGrainF9FOOD_TYPE","10131e20"
".Draw__11PuzzleGrainFv","10131e70"
".EndPhysics__11PuzzleGrainFP13PhysicsObjectb","10131ec0"
".CanBecomeAPhysicsObject__11PuzzleGrainFv","10131f20"
".__dt__14PuzzleTortoiseFv","10131f70"
".GetSaveType__14PuzzleTortoiseFv","10132010"
".GetDebugText__14PuzzleTortoiseFv","10132050"
".CanBecomeAPhysicsObject__14PuzzleTortoiseFv","10132090"
".GetBoxXForChessGame__14PuzzleTortoiseFv","101320e0"
".GetBoxZForChessGame__14PuzzleTortoiseFv","10132130"
".SetBoxXForChessGame__14PuzzleTortoiseFl","10132180"
".SetBoxZForChessGame__14PuzzleTortoiseFl","101321d0"
".GetTeamForChessGame__14PuzzleTortoiseFv","10132220"
".__dt__9PuzzleCowFv","10132270"
".GetSaveType__9PuzzleCowFv","10132310"
".GetDebugText__9PuzzleCowFv","10132350"
".CanBecomeAPhysicsObject__9PuzzleCowFv","10132390"
".GetBoxXForChessGame__9PuzzleCowFv","101323d0"
".GetBoxZForChessGame__9PuzzleCowFv","10132410"
".SetBoxXForChessGame__9PuzzleCowFl","10132450"
".SetBoxZForChessGame__9PuzzleCowFl","10132490"
".GetTeamForChessGame__9PuzzleCowFv","101324d0"
".__dt__9PuzzlePigFv","10132510"
".GetSaveType__9PuzzlePigFv","101325b0"
".GetDebugText__9PuzzlePigFv","101325f0"
".CanBecomeAPhysicsObject__9PuzzlePigFv","10132630"
".GetBoxXForChessGame__9PuzzlePigFv","10132670"
".GetBoxZForChessGame__9PuzzlePigFv","101326b0"
".SetBoxXForChessGame__9PuzzlePigFl","101326f0"
".SetBoxZForChessGame__9PuzzlePigFl","10132730"
".GetTeamForChessGame__9PuzzlePigFv","10132770"
".__dt__11PuzzleHorseFv","101327b0"
".GetDebugText__11PuzzleHorseFv","10132850"
".CanBecomeAPhysicsObject__11PuzzleHorseFv","10132890"
".GetBoxXForChessGame__11PuzzleHorseFv","101328e0"
".GetBoxZForChessGame__11PuzzleHorseFv","10132920"
".SetBoxXForChessGame__11PuzzleHorseFl","10132960"
".SetBoxZForChessGame__11PuzzleHorseFl","101329a0"
".GetTeamForChessGame__11PuzzleHorseFv","101329e0"
".__dt__11PuzzleSheepFv","10132a30"
".GetSaveType__11PuzzleSheepFv","10132ad0"
".GetDebugText__11PuzzleSheepFv","10132b10"
".CanBecomeAPhysicsObject__11PuzzleSheepFv","10132b50"
".GetBoxXForChessGame__11PuzzleSheepFv","10132ba0"
".GetBoxZForChessGame__11PuzzleSheepFv","10132be0"
".SetBoxXForChessGame__11PuzzleSheepFl","10132c20"
".SetBoxZForChessGame__11PuzzleSheepFl","10132c60"
".GetTeamForChessGame__11PuzzleSheepFv","10132ca0"
".__dt__10PuzzleLionFv","10132cf0"
".GetSaveType__10PuzzleLionFv","10132d90"
".GetDebugText__10PuzzleLionFv","10132dd0"
".CanBecomeAPhysicsObject__10PuzzleLionFv","10132e10"
".GetBoxXForChessGame__10PuzzleLionFv","10132e60"
".GetBoxZForChessGame__10PuzzleLionFv","10132ea0"
".SetBoxXForChessGame__10PuzzleLionFl","10132ee0"
".SetBoxZForChessGame__10PuzzleLionFl","10132f20"
".GetTeamForChessGame__10PuzzleLionFv","10132f60"
".ProcessNeeds__9PieceWolfFv","10132fb0"
".CheckNeeds__9PieceWolfFv","10132ff0"
".CanBeFrighteningToCreature__9PieceWolfFP8Creature","10133030"
".IsOkToBeShepherd__6AnimalFv","10133080"
".__dt__14PuzzleVillagerFv","101330c0"
".GetSaveType__14PuzzleVillagerFv","10133160"
".GetDebugText__14PuzzleVillagerFv","101331a0"
".CanBecomeAPhysicsObject__14PuzzleVillagerFv","101331e0"
".AddToBoxPositionForChessGame__14PuzzleVillagerFll","10133230"
".GetBoxXForChessGame__14PuzzleVillagerFv","10133290"
".GetBoxZForChessGame__14PuzzleVillagerFv","101332e0"
".SetBoxXForChessGame__14PuzzleVillagerFl","10133330"
".SetBoxZForChessGame__14PuzzleVillagerFl","10133380"
".GetTeamForChessGame__14PuzzleVillagerFv","101333d0"
".ProcessNeeds__13PieceVillagerFv","10133420"
".CheckNeeds__13PieceVillagerFv","10133460"
".CanBeFrighteningToCreature__13PieceVillagerFP8Creature","101334a0"
".__dt__11PuzzleTotemFv","10133500"
".GetSaveType__11PuzzleTotemFv","101335a0"
".GetDebugText__11PuzzleTotemFv","101335e0"
".GetMaxHeight__11PuzzleTotemFv","10133620"
".ReactToPhysicsImpact__11PuzzleTotemFP13PhysicsObjectb","10133680"
".CanBeImpressedByCreature__5TotemFP8Creature","101336f0"
".CanBePlayedWithByCreature__5TotemFP8Creature","10133740"
".IsEffectReceiver__5TotemFP12EffectValues","10133790"
".IsCastShadowAtNight__5TotemFv","101337e0"
".__dt__10PuzzleGameFv","10133820"
".GetPos__10PuzzleGameFv","101338e0"
".GetText__10PuzzleGameFv","10133980"
".IsPuzzleGame__10PuzzleGameFv","101339c0"
".GetSaveType__10PuzzleGameFv","10133a00"
".GetDebugText__10PuzzleGameFv","10133a40"
".__dt__9GRankInfoFv","10133c10"
".__ct__9GRankInfoFv","10133cb0"
".__dt__10GSquadInfoFv","10133d90"
".__ct__10GSquadInfoFv","10133e30"
".GetInfo__9GRankInfoFv","10133eb0"
".GetInfo__10GSquadInfoFv","10133f50"
".GetBaseInfo__10GSquadInfoFRUl","10133ff0"
".GetBaseInfo__9GRankInfoFRUl","101340a0"
".SetPlayer__8ReactionFP7GPlayer","10134150"
".GetSaveType__8ReactionFv","10134280"
".GetDebugText__8ReactionFv","101342c0"
".IsHouse__5AbodeFv","10134300"
".ShieldGetPosFunction__8ReactionFv","10134330"
".IsVillagerNotWorshipping__16GameThingWithPosFP8Creature","101343a0"
".Load__8ReactionFR10GameOSFile","10134400"
".ReadSafe__10GameOSFileFRCP6Living","10134700"
".Save__8ReactionFR10GameOSFile","10134810"
".WriteSafe__10GameOSFileFRCP6Living","10134ab0"
".ImpressiveMultiplierForTownDesire__8ReactionFP6Living","10134cc0"
".GetDefaultReactionMultiplier__8ReactionFP6Living","10134d90"
".GetReactionInitiatedByObject__8ReactionFP16GameThingWithPos","10134e60"
".SetInitiatingObject__8ReactionFP16GameThingWithPos","10134f00"
".DisableReactionsWhenInitiatorInHand__8ReactionFP16GameThingWithPos","10134f50"
".SetActiveAllReactionsInitiatedByObject__8ReactionFP16GameThingWithPosi","10135040"
".RemoveAllReactionsOfTypeInitiatedByObject__8ReactionFP16GameThingWithPos8REACTION","101350e0"
".RemoveAllReactionsInitiatedByObject__8ReactionFP16GameThingWithPos","101351d0"
".ShutDown__8ReactionFv","10135290"
".__dt__12ReactionInfoFv","10135410"
".__ct__12ReactionInfoFv","101354b0"
".GetTextHeight__10SetupThingFiiiiibPwi","10135530"
".StartReacting__6LivingF8REACTIONP16GameThingWithPosP8Reaction","10135830"
".SetReactionDoneWhen__6LivingF8REACTION","101358c0"
".Set__50LHFastPointer<33LHLinkedNode<P16ReactionDoneWhen>>FP33LHLinkedNode<P16ReactionDoneWhen>","10135a30"
".Get__50LHFastPointer<33LHLinkedNode<P16ReactionDoneWhen>>CFv","10135b40"
".__ct__50LHFastPointer<33LHLinkedNode<P16ReactionDoneWhen>>FRC50LHFastPointer<33LHLinkedNode<P16ReactionDoneWhen>>","10135c50"
".IsRock__16GameThingWithPosFv","10135ee0"
".CreateReaction__8ReactionFP16GameThingWithPosUcP7GPlayeri","10136010"
".CheckProfilePath__11PathCreatorFv","10136150"
".GetSaveType__9GameThingFv","101361c0"
".ToBeDeleted__8ReactionFi","10136200"
".__dt__8ReactionFv","10136550"
".__ct__8ReactionFP16GameThingWithPosUcP7GPlayer","10136630"
".GetWorshipSite__16GameThingWithPosFv","10136890"
".GetBaseInfo__12ReactionInfoFRUl","101368d0"
".IsReward__6RewardCFv","10138ed0"
".IsActive__6RewardCFv","10138f00"
".GetSaveType__6RewardFv","10138f30"
".GetDebugText__6RewardFv","10138f70"
".ResolveLoad__6RewardFv","10138fb0"
".Load__6RewardFR10GameOSFile","10139000"
".Save__6RewardFR10GameOSFile","10139380"
".GetOverwriteTapToolTip__6RewardFv","10139730"
".ValidForPlaceInHand__6RewardFP16GInterfaceStatus","10139770"
".PhysicsEditorCreate__6RewardFi","101397c0"
".CanBecomeAPhysicsObject__6RewardFv","10139800"
".Process__6RewardFv","10139850"
".GetWeight__6RewardFv","10139bc0"
".DrawDust__6RewardFv","10139c00"
".Set__42LHFastPointer<25LHLinkedNode<P9HLineData>>FP25LHLinkedNode<P9HLineData>","10139db0"
".ProcessDrawing__6RewardFv","10139e20"
".__ct__41LHFastPointer<24LHLinkedNode<P8VBarData>>Fv","1013a230"
".GetAltitutdFalling__6RewardFf","1013a290"
".ProcessReachFloor__6RewardFv","1013a330"
".Draw__6RewardFv","1013a430"
".InterfaceTap__6RewardFP16GInterfaceStatus","1013a480"
".__dt__15GRewardProgressFv","1013afe0"
".__ct__15GRewardProgressFv","1013b080"
".__dt__11GRewardInfoFv","1013b160"
".__ct__11GRewardInfoFv","1013b200"
".InterfaceValidToTap__6RewardFP16GInterfaceStatus","1013b270"
".GetPlayer__6RewardFv","1013b340"
".GetScriptObjectType__6RewardFv","1013b370"
".ToBeDeleted__6RewardFi","1013b3b0"
".Set__39LHFastPointer<22LHLinkedNode<P6Reward>>FP22LHLinkedNode<P6Reward>","1013b500"
".CallVirtualFunctionsForCreation__6RewardFRC9MapCoords","1013b570"
".Create__6RewardFRC9MapCoordsPC11GRewardInfoP7GPlayeriffP4Town","1013b940"
".__ct__6RewardFRC9MapCoordsPC11GRewardInfoP7GPlayerffP4Town","1013bae0"
".Swap3DObject__6RewardFv","1013bcb0"
".__dt__6RewardFv","1013bef0"
".__ct__6RewardFv","1013bfd0"
".GetInfoEvil__15GRewardProgressFv","1013c060"
".GetInfoGood__15GRewardProgressFv","1013c110"
".GetInfo__11GRewardInfoFv","1013c1c0"
".GetBaseInfo__11GRewardInfoFRUl","1013c260"
".GetBaseInfo__15GRewardProgressFRUl","1013c310"
".CanBePickedUpByCreature__4RockFP8Creature","1013c3c0"
".GetOverwriteTapToolTip__4RockFv","1013c420"
".PhysicsEditorCreate__4RockFi","1013c460"
".DrawTab__10SetupThingFiiiiiiiPwii","1013c530"
".ReactToPhysicsImpact__4RockFP13PhysicsObjectb","1013ce40"
".Load__4RockFR10GameOSFile","1013cfa0"
".Save__4RockFR10GameOSFile","1013d0c0"
".GetPlayer__4RockFv","1013d1f0"
".SplitInTwo__4RockFv","1013d220"
".InterfaceTap__4RockFP16GInterfaceStatus","1013d4e0"
".InterfaceValidToTap__4RockFP16GInterfaceStatus","1013d680"
".ActualMoveMapObject__4RockFRC9MapCoords","1013d710"
".AddResource__4RockF13RESOURCE_TYPEUlP16GInterfaceStatusbRC9MapCoordsi","1013d800"
".RemoveResource__4RockF13RESOURCE_TYPEUlP16GInterfaceStatusPb","1013d970"
".GetResourceType__4RockFv","1013dad0"
".GetDefaultResource__4RockFv","1013db10"
".CanBeThrownByPlayer__4RockFv","1013dbc0"
".ValidForPlaceInHand__4RockFP16GInterfaceStatus","1013dc40"
".EndPhysics__4RockFP13PhysicsObjectb","1013dd00"
".GetPhysicsConstantsType__4RockFv","1013dd60"
".__ct__4RockFRC9MapCoordsPC17GMobileStaticInfoP6ObjectP7GPlayerff","1013dda0"
".GetResourceType__8ScaffoldFv","1013e590"
".IsScaffold__8ScaffoldFv","1013e5d0"
".InteractsWithPhysicsObjects__8ScaffoldFv","1013e610"
".GetTown__8ScaffoldFv","1013e660"
".GetSaveType__8ScaffoldFv","1013e690"
".GetDebugText__8ScaffoldFv","1013e6d0"
".SaveObject__8ScaffoldFR8LHOSFileRC9MapCoords","1013e710"
".AddResource__8ScaffoldF13RESOURCE_TYPEUlP16GInterfaceStatusbRC9MapCoordsi","1013eaf0"
".DeleteObjectAndTakeResource__8ScaffoldFP6ObjectP16GInterfaceStatus","1013eb90"
".IsResourceStore__8ScaffoldF13RESOURCE_TYPE","1013ec20"
".DestroyThingsInWay__8ScaffoldFv","1013ec90"
".__opP6Object__15MapCellIteratorFv","1013f1d0"
".ThrowObjectFromHand__8ScaffoldFP16GInterfaceStatusi","1013f210"
".GetScriptObjectType__8ScaffoldFv","1013f280"
".GiveBeliefToNearbyTowns__8ScaffoldFP8Reaction","1013f2c0"
".OnlyRecentlyPlaced__8ScaffoldFv","1013f480"
".SetPlannedAbode__8ScaffoldFP12PlannedAbode","1013f540"
".GetUpdateOfBoredomValue__8ScaffoldFP8ReactionP16GameThingWithPos","1013f670"
".GetOverwritePickUpToolTip__8ScaffoldFv","1013f6d0"
".SetPlannedInvalid__8ScaffoldF12PLANNED_TYPE","1013f720"
".IsPlannedValid__8ScaffoldF12PLANNED_TYPE","1013f790"
".ReactToPhysicsImpact__8ScaffoldFP13PhysicsObjectb","1013f890"
".CanBecomeAPhysicsObject__8ScaffoldFv","1013f8e0"
".InitialisePhysicsFromHand__8ScaffoldFR7LHPointR7LHPointP16GInterfaceStatusP6Objecti","1013f9a0"
".InitialisePhysics__8ScaffoldFRC7LHPointRC7LHPointP6ObjectbP16GInterfaceStatus","1013faa0"
".GetImpressiveValue__8ScaffoldFP6LivingP8Reaction","1013fba0"
".Draw__8ScaffoldFv","1013fd30"
".ResolveLoad__8ScaffoldFv","1013ffc0"
".Load__8ScaffoldFR10GameOSFile","10140100"
".Save__8ScaffoldFR10GameOSFile","10140340"
".ChipOneOff__8ScaffoldFv","10140590"
".InterfaceTap__8ScaffoldFP16GInterfaceStatus","10140af0"
".InterfaceValidToTap__8ScaffoldFP16GInterfaceStatus","10140c50"
".SetScaffoldValue__8ScaffoldFUl","10140d40"
".GetDefaultResource__8ScaffoldFv","10140dd0"
".GetScaffoldValue__8ScaffoldFv","10140e80"
".Combine__8ScaffoldFP8Scaffold","10140f00"
".ApplyThisToObject__8ScaffoldFP16GInterfaceStatusP6ObjectP23GestureSystemPacketData","10141130"
".ValidToApplyThisToObject__8ScaffoldFP16GInterfaceStatusP6Object","101413a0"
".ActualMoveMapObject__8ScaffoldFRC9MapCoords","10141590"
".GetOverwriteDropToolTip__8ScaffoldFv","10141650"
".InterfaceSetOutMagicHand__8ScaffoldFP16GInterfaceStatus","10141720"
".InterfaceSetInMagicHand__8ScaffoldFP16GInterfaceStatus","101419a0"
".ValidForPlaceInHand__8ScaffoldFP16GInterfaceStatus","10141b10"
".RemoveOldBuildingSite__8ScaffoldFv","10141bc0"
".DeletePlannedBuildingsUnderMe__8ScaffoldFv","10141cf0"
".BuildBuilding__8ScaffoldFP7GPlayeri","10141f20"
".RemoveFromWorkshop__8ScaffoldFv","10142310"
".TryToBuildPlannedBuilding__8ScaffoldFP4Towni","101423f0"
".GetPlannedAbodeForBuilding__8ScaffoldFP4Town","10142660"
".GetTownForBuilding__8ScaffoldFv","10142720"
".SetCombinedTown__8ScaffoldFP8Scaffold","10142860"
".GetCombinedTown__8ScaffoldFP8Scaffold","101428e0"
".CheckPosForTownBuild__8ScaffoldFP4Town","10142ab0"
".GetTouchingScaffold__8ScaffoldFv","10142d30"
".SwapPlannedAbodes__8ScaffoldFv","10142e50"
".UpdatePhantomBuildingPointers__8ScaffoldFv","10142ed0"
".IsAvailableToBeBuiltWith__8ScaffoldFv","10143150"
".SetPhantomMeshAndPosition__8ScaffoldFv","101431a0"
".ForceBuildBuilding__8ScaffoldFP7GPlayer","10143450"
".EndPhysics__8ScaffoldFP13PhysicsObjectb","101434e0"
".GetPhysicsConstantsType__8ScaffoldFv","10143680"
".ProcessInHand__8ScaffoldFv","101436c0"
".CallVirtualFunctionsForCreation__8ScaffoldFRC9MapCoords","10143a70"
".SetToZero__8ScaffoldFv","10143b00"
".Create__8ScaffoldFRC9MapCoordsPC13GScaffoldInfoP4TownP6Objectff","10143b70"
".ToBeDeleted__8ScaffoldFi","10143cd0"
".__dt__8ScaffoldFv","10143e00"
".__ct__8ScaffoldFRC9MapCoordsPC13GScaffoldInfoP6Objectff","10143e90"
".GetInfo__13GScaffoldInfoFv","10143fc0"
".__dt__13GScaffoldInfoFv","10144060"
".IsCreaturePresent__14SecretCreatureFi","10144100"
".__dt__14SecretCreatureFv","101441a0"
".__ct__14SecretCreatureFv","10144220"
".__dt__16ShowNeedsVisualsFv","10144860"
".GetMesh__16ShowNeedsVisualsCFv","101448f0"
".GetMesh__14GShowNeedsInfoCFv","10144960"
".SetScale__16ShowNeedsVisualsFf","101449a0"
".GetScale__16ShowNeedsVisualsFv","101449e0"
".GetText__16ShowNeedsVisualsFv","10144a20"
".SaveObject__16ShowNeedsVisualsFR8LHOSFileRC9MapCoords","10144a60"
".GetSaveType__16ShowNeedsVisualsFv","10144ab0"
".GetDebugText__16ShowNeedsVisualsFv","10144af0"
".ResolveLoad__16ShowNeedsVisualsFv","10144b40"
".Load__16ShowNeedsVisualsFR10GameOSFile","10144bb0"
".Save__16ShowNeedsVisualsFR10GameOSFile","10144d30"
".GetNeedPercentage__16ShowNeedsVisualsFv","10144ec0"
".GetPlayer__16ShowNeedsVisualsFv","10144f70"
".Draw__16ShowNeedsVisualsFUl","10144fe0"
".Process__16ShowNeedsVisualsFf","101454d0"
".CallVirtualFunctionsForCreation__16ShowNeedsVisualsFRC9MapCoords","10145510"
".ToBeDeleted__16ShowNeedsVisualsFi","10145660"
".__ct__16ShowNeedsVisualsFRC9MapCoordsP9GameThingPC14GShowNeedsInfo","10145700"
".GetShowNeedsPos__9ShowNeedsFUlP9MapCoords","10145850"
".Load__9ShowNeedsFR10GameOSFile","101458d0"
".Save__9ShowNeedsFR10GameOSFile","10145970"
".GetPlayer__9ShowNeedsFv","10145a10"
".Get__33LHFastPointer<16GameThingWithPos>CFv","10145aa0"
".Draw__9ShowNeedsFv","10145af0"
".Process__9ShowNeedsFv","10145b80"
".Create__9ShowNeedsFP16GameThingWithPos","10145cd0"
".ToBeDeleted__9ShowNeedsFi","10145da0"
".__ct__9ShowNeedsFP16GameThingWithPos","10145e60"
".__dt__14GShowNeedsInfoFv","10146040"
".__ct__14GShowNeedsInfoFv","101460e0"
".GetInfo__14GShowNeedsInfoFv","10146150"
".GetBaseInfo__14GShowNeedsInfoFRUl","101461f0"
".__dt__9ShowNeedsFv","101462a0"
".GetSaveType__9ShowNeedsFv","10146330"
".GetDebugText__9ShowNeedsFv","10146370"
".GetBaseInfo__20GSpecialVillagerInfoFRUl","101463b0"
".__ct__20GSpecialVillagerInfoFv","101464d0"
".OnClearMap__20GSpecialVillagerInfoFv","10146560"
".__dt__20GSpecialVillagerInfoFv","10146650"
".InitOnStartup__15SpecialVillagerFv","101466f0"
".InitOnStartup__20GSpecialVillagerInfoFv","10146750"
".__as__9GBaseInfoFRC9GBaseInfo","10146cd0"
".Load__15SpecialVillagerFR10GameOSFile","10146d20"
".Save__15SpecialVillagerFR10GameOSFile","10146e00"
".GetRandomName__20GSpecialVillagerInfoF8SEX_TYPE12VILLAGER_JOBi","10146ee0"
".GetVillagerName__15SpecialVillagerFv","10147040"
".CanShowName__15SpecialVillagerFv","101470a0"
".GetDefaultSpeedInMetres__16GameThingWithPosFv","101473d0"
".Create__15SpecialVillagerFRC9MapCoordsPC13GVillagerInfoUliP20GSpecialVillagerInfo","10147420"
".__dt__15SpecialVillagerFv","10147590"
".GetSpecialInfo__15SpecialVillagerFv","10147650"
".__ct__15SpecialVillagerFRC9MapCoordsPC13GVillagerInfoUliP20GSpecialVillagerInfo","101476a0"
".ToBeDeleted__15SpecialVillagerFi","101477e0"
".MakeHimSpeak__15SpecialVillagerFPw","10147860"
".BubbleCallBackStub__15SpecialVillagerFiUlP9LH3DColorPPwPfPP13GatheringText","10147a20"
".BubbleCallBack__15SpecialVillagerFiP9LH3DColorPPwPfPP13GatheringText","10147ac0"
".GetInfo__20GSpecialVillagerInfoFv","10147bd0"
".GetSaveType__15SpecialVillagerFv","10147c80"
".GetDebugText__15SpecialVillagerFv","10147cc0"
".IsABeliever__8VillagerFv","10147d30"
".IsTouching__8VillagerFP6Objectf","10147d70"
".GetMesh__8VillagerCFv","10147dd0"
".GetDetailMesh__8VillagerCF12DETAIL_LEVEL","10147e20"
".CanBeThrownByCreature__16GameThingWithPosFP8Creature","10147ea0"
".IsScriptInterruptableState__8VillagerCFUl","10147ef0"
".GetTastiness__8VillagerFv","10147f70"
".CanBePickedUp__8VillagerFv","10147fb0"
".GetCreatureBeliefType__8VillagerFv","10148010"
".CanBeImpressedByCreature__8VillagerFP8Creature","10148050"
".CanReceiveGifts__8VillagerFP8Creature","101480d0"
".CanBeHelpedByCreature__8VillagerFP8Creature","10148110"
".SetScriptNameOfCreate__9GameThingFPc","10148180"
".IsFootpathLink__13MultiMapFixedFv","101481c0"
".GetDeathReason__8VillagerFv","10148200"
".ReactToHandPickUpPriority__6LivingFP8ReactionP8Reaction","10148240"
".ReactToHandUsingTotemPriority__6LivingFP8ReactionP8Reaction","101482a0"
".ReactToObjectCrushedPriority__6LivingFP8ReactionP8Reaction","10148300"
".ReactToHandPuttingStuffInStoragePitPriority__6LivingFP8ReactionP8Reaction","10148360"
".IsPosValidForTurnAngle__6LivingFRC9MapCoords","101483d0"
".CanBeInspectedByCreature__16GameThingWithPosFP8Creature","10148420"
".GetPlayerName__13GSpookyVoicesFv","10148480"
".TrySoundex__13GSpookyVoicesFPwRUl","101484f0"
".GetName__13GSpookyVoicesFv","101485e0"
".SoundexOverlap__13GSpookyVoicesFPwPw","101486f0"
".PerformSoundexComparison__13GSpookyVoicesFPwPw","101487d0"
".GetNextSoundexCode__13GSpookyVoicesFRPw","10148910"
".SoundExCode__13GSpookyVoicesFPw","101489f0"
".Play__13GSpookyVoicesFv","10148aa0"
".RightTime__13GSpookyVoicesFv","10148c20"
".Init__13GSpookyVoicesFv","10148d00"
".Close__13GSpookyVoicesFv","10148dd0"
".__dt__13GSpookyVoicesFv","10148e30"
".__ct__13GSpookyVoicesFv","10148ec0"
".GetInfo__16GSpookyVoiceInfoFv","10148f10"
".__dt__16GSpookyVoiceInfoFv","10149010"
".__ct__16GSpookyVoiceInfoFv","101490b0"
".GetBaseInfo__16GSpookyVoiceInfoFRUl","10149130"
".GetFirstCaused__10FireEffectFv","10149240"
".GetNextCaused__10FireEffectFv","10149280"
".GetPSysFireMaxFlames__6ObjectFv","101492c0"
".GetPSysFireLocalFlameScale__6ObjectFv","101493c0"
".GetPSysFireLocalRndFlamePos__6ObjectFP7LHPointPl","10149520"
".GetPSysFireWorldFlamePos__6ObjectFRC7LHPointlP7LHPoint","10149810"
".GetPSysFireFlameMatrix__6ObjectFP8LHMatrix","101499d0"
".AddDrawing__11FireGraphicFv","10149a60"
".DrawSmoke__11FireGraphicFv","10149b50"
".DrawSteam__11FireGraphicFv","10149ea0"
".DrawFlames__11FireGraphicFv","1014a0a0"
".Draw__11FireGraphicFv","1014a370"
".SteamGetOffsetFromAge__11FireGraphicFf","1014a3e0"
".FireGetOffsetFromAge__11FireGraphicFf","1014a460"
".UpdateSmoke__11FireGraphicFP10FireEffectf","1014a4f0"
".__ct__8PSysBaseFv","1014aa80"
".UpdateSteam__11FireGraphicFP10FireEffectf","1014aae0"
".UpdateFlames__11FireGraphicFP10FireEffectf","1014afd0"
".Update__11FireGraphicFP10FireEffectf","1014b360"
".PlaySteamSound__11FireGraphicFv","1014b670"
".SetToZero__11FireGraphicFv","1014b740"
".__dt__11FireGraphicFv","1014b860"
".__ct__11FireGraphicFP10FireEffect","1014b940"
".ResolveLoad__10FireEffectFv","1014bc70"
".Load__10FireEffectFR10GameOSFile","1014bcc0"
".Save__10FireEffectFR10GameOSFile","1014c110"
".CreateSprites__10FireEffectFv","1014c5c0"
".SetOutMagicHand__10FireEffectFv","1014c6d0"
".StartedMoving__10FireEffectFi","1014c740"
".IsHeadOfGroup__10FireEffectFv","1014c7f0"
".RemoveFireman__10FireEffectFP8Villager","1014c840"
".AddFireman__10FireEffectFP8Villager","1014c940"
".MoveFromObjectToObject__10FireEffectFP6ObjectP6Object","1014ca10"
".CopyFromObjectToObject__10FireEffectFP6ObjectP6Object","1014cb40"
".GetPlayer__10FireEffectFv","1014cc60"
".__ct__14SetupMultiListFiiiiii","1014cca0"
".DebugDraw__10FireEffectFv","1014cd70"
".ChecksVerticesVObjects__5AbodeFv","1014cfd0"
".IsToyBall__16GameThingWithPosFP8Creature","1014d010"
".IsWonder__5AbodeFv","1014d0e0"
".ApplyEffectToFireEffectIfNecessary__10FireEffectFP6ObjectR12EffectValues","1014d150"
".AddHeat__10FireEffectFff","1014d310"
".GetObjectsTotalHeat__10FireEffectFv","1014d3f0"
".GetObject__10FireEffectFv","1014d4c0"
".GetFireEffectCharingColor__10FireEffectFv","1014d500"
".GetFireEffectSpecularColor__10FireEffectFv","1014d5b0"
".VLNoise__5NoiseFf","1014d720"
".GetFireFraction__10FireEffectFv","1014d770"
".IsLessThanReactionTemperature__10FireEffectFv","1014d8c0"
".IsAboveReactionTemperature__10FireEffectFv","1014d990"
".IsOnFire__10FireEffectFv","1014da60"
".Draw__10FireEffectFv","1014db00"
".GetHighestPriorityValueOfBurningObjects__10FireEffectFv","1014dba0"
